Address,City,Country,Postal_Code,State_Province,Country,Google Verified Address,Latitude,Longitude
5100 28th St SE,Grand Rapids,US,49548,MI,USA,5100 28th St SE  Grand Rapids  MI 49512  USA,42.91057139999999,-85.5428219
17800 Congress Avenue,Boca Raton,US,33431,FL,USA,17800 Congress Ave  Boca Raton  FL 33487  USA,26.4127325,-80.10038469999999
1232 W North Ave,Chicago,US,60622,IL,USA,1232 W North Ave  Chicago  IL 60642  USA,41.9112493,-87.6589181
2850 Patriot Blvd,Glenview,US,60025,IL,USA,2850 Patriot Blvd  Glenview  IL 60026  USA,42.1078257,-87.8233068
10151 Bloomingdale Ave,Riverview,US,33569,FL,USA,10151 Bloomingdale Ave  Riverview  FL 33578  USA,27.8913605,-82.3331537
131-35 Avery Avenue,Flushing,US,11554,NY,USA,132-35 Avery Ave  Flushing  NY 11355  USA,40.7528019,-73.831122
29-70 Cropsey Avenue,Brooklyn,US,11214,NY,USA,29 Cropsey Ave  Brooklyn  NY 11228  USA,40.6077306,-74.0170237
43900 Icehouse Terrace,Fremont,US,94539,CA,USA,43900 Ice House Terrace  Fremont  CA 94538  USA,37.5111942,-121.9463883
2500 Las Pisitas Rd.,Livermore,US,94550,CA,USA,2500 Las Positas Rd  Livermore  CA 94551  USA,37.6987508,-121.7707074
2756 Sunrise Boulevard,Rancho Cordova,US,95670,CA,USA,Sunrise Blvd  Rancho Cordova  CA 95670  USA,38.6179982,-121.2684007
3611 Truxel Road,Sacramento,US,95833,CA,USA,3611 Truxel Rd  Sacramento  CA 95834  USA,38.6329459,-121.505896
20642 Golden Triangle Road,Santa Clarita,US,91350,CA,USA,20642 Golden Triangle Rd  Santa Clarita  CA 91351  USA,34.419174,-118.497052
2120 South Bradley Road,Santa Maria,US,93454,CA,USA,2120 S Bradley Rd  Santa Maria  CA 93455  USA,34.9222784,-120.4220154
401 W. Esplanade Drive,Oxnard,US,93030,CA,USA,401 W Esplanade Dr  Oxnard  CA 93036  USA,34.2355285,-119.1779623
32715 Eiland Blvd.,Zephyrhills,US,33544,FL,USA,32715 Eiland Blvd  Zephyrhills  FL 33545  USA,28.2200065,-82.2491696
95th & Metcalf,Overland Park,US,66212,KS,USA,Metcalf Ave & W 95th St  Overland Park  KS 66212  USA,38.956781,-94.6675229
2727 Alpine Ave,Grand Rapids,US,49504,MI,USA,2727 Alpine Ave NW  Grand Rapids  MI 49544  USA,43.0129019,-85.690647
74-5475 Kamaka'eha Avenue,Kailua-Kona,US,96740,HI,USA,74-5475 Kamakaeha Ave  Kailua-Kona  HI 96740  USA,19.6509449,-155.9971604
69-250 Waikoloa Beach Drive,Waikoloa (Hawaii),US,96743,HI,USA,69-250 Waikoloa Beach Dr  Waikoloa Village  HI 96738  USA,19.9162949,-155.8823422
2240 East 17th Street,Idaho Falls,US,83401,ID,USA,2240 E 17th St  Idaho Falls  ID 83404  USA,43.4821962,-111.9893039
918 Idaho Street,Boise,US,83707,ID,USA,918 W Idaho St  Boise  ID 83702  USA,43.61759199999999,-116.204573
West 200 Hanley Ave #4,Coeur D'Alene,US,83814,ID,USA,200 W Hanley Ave #4  Coeur d'Alene  ID 83815  USA,47.7317686,-116.7896362
3340 Mall Loop Drive,Joliet,US,60435,IL,USA,3340 Mall Loop Dr  Joliet  IL 60431  USA,41.5762899,-88.1655663
2200 West War Memorial Drive,Peoria,US,61613,IL,USA,2200 W War Memorial Dr  Peoria  IL 61613  USA,40.7399472,-89.62852079999999
6301 Bluebonnet Blvd.,Baton Rouge,US,70836,LA,USA,6301 Bluebonnet Blvd  Baton Rouge  LA 70836  USA,30.3915352,-91.0909387
"200 Westgate Drive, Suite 25",Brockton,US,2401,MA,200 Westgate Dr #25  Brockton  MA 02301  USA,42.092994,-71.0542059
2 Galleria Mall Drive,Taunton,US,2718,MA,USA,2 Galleria Mall Dr  East Taunton  MA 02718  USA,41.8649502,-71.0476941
11160 Viers Mill Road,Wheaton,US,20920,MD,USA,11160 Veirs Mill Rd  Wheaton  MD 20902  USA,39.0361248,-77.05654299999999
White Marsh Mall,Perry Hall,US,21128,MD,USA,Perry Hall Rd  Perry Hall  MD 21128  USA,39.4240523,-76.4568037
5500 Buckeystown Pike,Frederick,US,21701,MD,USA,5500 Buckeystown Pike  Frederick  MD 21703  USA,39.3827373,-77.4060411
700 On The Mall,Minneapolis,US,55402,MN,USA,700 On the Mall  Minneapolis  MN 55403  USA,44.9747506,-93.27397429999999
5410 Hornaday Road,Greensboro,US,27409,NC,USA,5410 Hornaday Rd  Greensboro  NC 27409  USA,36.0600956,-79.9107593
6845 Northlake Mall Drive,Charlotte,US,27511,NC,USA,6845 Northlake Mall Dr  Charlotte  NC 28216  USA,35.3511765,-80.8503532
3634 Maryland Pkwy,Las Vegas,US,89109,NV,USA,3634 S Maryland Pkwy  Las Vegas  NV 89169  USA,36.123249,-115.135635
800 Central Park Avenue,Yonkers,US,10701,NY,USA,800 Central Park Ave  Yonkers  NY 10704  USA,40.92847829999999,-73.85563719999999
1 North Galleria Drive,Middletown,US,10940,NY,USA,1 N Galleria Dr  Middletown  NY 10941  USA,41.4524768,-74.36867099999999
4141 Refugee Road,Columbus,US,43227,OH,USA,4141 Refugee Rd  Columbus  OH 43232  USA,39.9150128,-82.88603189999999
3265 West Market Street,Akron,US,44313,OH,USA,3265 W Market St  Fairlawn  OH 44333  USA,41.1338108,-81.6178665
879 Hawthorne Drive,Rodeo,US,94592,CA,USA,879 Hawthorne Dr  Rodeo  CA 94572  USA,38.026404,-122.259766
3387 Bluejay Dr,Chandler,US,85249,AZ,USA,3387 E Bluejay Dr  Chandler  AZ 85286  USA,33.2634319,-111.7822385
7125 Highway 93 South,Missoula,US,59806,MT,USA,7125 US-93 BUS  Missoula  MT 59801  USA,46.8366257,-114.0394186
11220 Dallas Parkway,Frisco,US,75033,TX,USA,11220 Dallas Pkwy  Frisco  TX 75033  USA,33.1746905,-96.83600919999999
5100 28th St SE,Grand Rapids,US,49548,MI,USA,5100 28th St SE  Grand Rapids  MI 49512  USA,42.91057139999999,-85.5428219
4201 West Wendover Ave,Greensboro,US,27402,NC,USA,4201 W Wendover Ave  Greensboro  NC 27407  USA,36.0574121,-79.8835837
14555 Valley Center Drive,Victorville,US,92392,CA,USA,14555 Valley Center Dr  Victorville  CA 92395  USA,34.5149958,-117.3186013
10990 Harbor Hill Dr.,Gig Harbor,US,98335,WA,USA,10990 Harbor Hill Dr  Gig Harbor  WA 98335  USA,47.3573567,-122.6043929
9915 W 159th Street,Orland Park,US,60462,IL,USA,9915 W 159th St  Orland Park  IL 60467  USA,41.5994653,-87.8619044
1540 Froom Ranch Way,San Luis Obispo,US,93401,CA,USA,1540 Froom Ranch Way  San Luis Obispo  CA 93405  USA,35.2518482,-120.6912232
2887 South Market Street,Gilbert,US,85296,AZ,USA,2887 S Market St  Gilbert  AZ 85297  USA,33.2961656,-111.7449103
305 West Quinn Rd.,Pocatello,US,83202,ID,USA,305 W Quinn Rd  Pocatello  ID 83201  USA,42.904696,-112.4557605
2440 Daniels St.,Manteca,US,95336,CA,USA,2440 Daniels St  Manteca  CA 95337  USA,37.7853216,-121.2605559
3656 Wall Avenue,S. Ogden,US,84403,UT,USA,3656 Wall Ave  Ogden  UT 84405  USA,41.1969447,-111.9775314
2431 N Germantown Parkway,Cordova,US,38018,TN,USA,2431 N Germantown Pkwy  Cordova  TN 38018  USA,35.1919617,-89.7960535
18649 Via Princessa,Santa Clarita,US,91351,CA,USA,18649 Vía Princessa  Santa Clarita  CA 91387  USA,34.4046721,-118.4616339
3800 Central Expressway,East Plano,US,75075,TX,USA,3800 N Central Expy  Plano  TX 75074  USA,33.0448381,-96.6989842
400 South Baldwin Ave.,Arcadia,US,91006,CA,USA,400 Baldwin Ave  Arcadia  CA 91007  USA,34.1349204,-118.0509968
1601 Third Avenue,Seattle,US,98181,WA,USA,1601 3rd Ave  Seattle  WA 98101  USA,47.61078029999999,-122.3387609
183 Pavilions Drive,Manchester,US,6040,CT,USA,183 Pavilions Dr  Manchester  CT 06040  USA,41.8058592,-72.5454439
2 Galleria Mall Drive,Taunton,US,2718,MA,USA,2 Galleria Mall Dr  East Taunton  MA 02718  USA,41.8649502,-71.0476941
3265 West Market Street,Akron,US,44313,OH,USA,3265 W Market St  Fairlawn  OH 44333  USA,41.1338108,-81.6178665
21900 Vanowen Street,Canoga Park,US,91304,CA,USA,21900 Vanowen St  Canoga Park  CA 91303  USA,34.19197,-118.60386
5410 Hornaday Road,Greensboro,US,27409,NC,USA,5410 Hornaday Rd  Greensboro  NC 27409  USA,36.0600956,-79.9107593
1800 Loucks Road,York,US,17404,PA,USA,1800 Loucks Rd  York  PA 17408  USA,39.9699774,-76.7720305
"200 Westgate Drive, Suite 25",Brockton,US,2401,MA,200 Westgate Dr #25  Brockton  MA 02301  USA,42.092994,-71.0542059
11160 Viers Mill Road,Wheaton,US,20920,MD,USA,11160 Veirs Mill Rd  Wheaton  MD 20902  USA,39.0361248,-77.05654299999999
White Marsh Mall,Perry Hall,US,21128,MD,USA,Perry Hall Rd  Perry Hall  MD 21128  USA,39.4240523,-76.4568037
26120 104TH AVENUE SE,KENT,US,98031,WA,USA,26120 104th Ave SE  Kent  WA 98030  USA,47.36743,-122.200887
2115 S. 1ST STREET,YAKIMA,US,98901,WA,USA,2115 N 1st St  Yakima  WA 98901  USA,46.62448029999999,-120.5118652
1500 LA FAYETTE PARKWAY,LAGRANGE,US,30240,GA,USA,1500 Lafayette Pkwy  LaGrange  GA 30241  USA,33.041907,-84.9840365
245 RIVERSIDE ST.,PORTLAND,US,4102,ME,USA,245 Riverside St  Portland  ME 04103  USA,43.68549549999999,-70.3243565
11 MABELVALE PLAZA LANE,LITTLE ROCK,US,72205,AR,USA,11 Mabelvale Plaza Dr  Little Rock  AR 72209  USA,34.6653285,-92.3835864
1701 SOUTH 46TH STREET,ROGERS,US,72746,AR,USA,1701 S 46th St  Rogers  AR 72758  USA,36.3179669,-94.1828579
855 East Dorrell Lane,North Las Vegas,US,89086,NV,USA,855 W Dorrell Ln  North Las Vegas  NV 89086  USA,36.2860174,-115.1314472
14800 SW Sequoia Pkwy,Tigard,US,97223,OR,USA,14800 SW Sequoia Pkwy  Tigard  OR 97224  USA,45.4133535,-122.7459069
3795 Hagers Grove Rd SE,Salem,US,97301,OR,USA,3795 Hagers Grove Rd SE  Salem  OR 97317  USA,44.9132019,-122.983967
3500 Spicer Rd SE,Albany,US,97321,OR,USA,3500 SE Spicer Rd  Albany  OR 97322  USA,44.6286413,-123.0598014
114 Federal Road,Danbury,US,6810,CT,USA,114 Federal Rd  Danbury  CT 06811  USA,41.4258008,-73.4212314
80 Buckland Hills Dr.,Manchester,US,6040,CT,USA,80 Buckland Hills Dr  Manchester  CT 06042  USA,41.8064165,-72.5529339
541 Kings Highway,Fairfield,US,6430,CT,USA,541 Kings Hwy E  Fairfield  CT 06825  USA,41.1721874,-73.2292178
535 Grand Army Hwy,Somerset,US,2725,MA,USA,535 Grand Army Hwy  Somerset  MA 02725  USA,41.7278386,-71.16823029999999
1551 Dunlawton Blvd,Port Orange,US,32119,FL,USA,1551 Dunlawton Ave  Port Orange  FL 32127  USA,29.1194527,-81.0221462
Rte 12 & I395/ River Rd.,Lisbon,US,6351,CT,USA,CT-12 & River Rd  Lisbon  CT 06351  USA,41.6004393,-71.9888907
240 Turnersburg Hwy,Statesville,US,28687,NC,USA,240 Turnersburg Hwy  Statesville  NC 28625  USA,35.8158638,-80.8741466
1000 Vision Dr.,Apex,US,27502,NC,USA,1000 Vision Dr  Apex  NC 27523  USA,35.7490289,-78.880893
387 Charles Street,North Providence,US,2908,RI,USA,387 Charles St  Providence  RI 02904  USA,41.843616,-71.417562
1000 Hanes Mall Blvd.,Winston Salem,US,27104,NC,USA,1000 Hanes Mall Blvd  Winston-Salem  NC 27103  USA,36.0672739,-80.3153741
1116 Us Hwy 521,Lancaster,US,29721,SC,USA,1116 US-521  Lancaster  SC 29720  USA,34.7279311,-80.7550651
2771 - T Kirkwood Drive,Burlington,US,27216,NC,USA,2771 -T Kirkwood Dr  Burlington  NC 27215  USA,36.0657866,-79.4652196
1700 N. Point Dr.,Durham,US,27701,NC,USA,1700 N Pointe Dr  Durham  NC 27705  USA,36.0296562,-78.9182143
100 First Ave.,Waltham,US,2454,MA,USA,100 1st Ave  Waltham  MA 02451  USA,42.3928093,-71.2675489
75 Mystic Ave.,Somerville,US,2143,MA,USA,75 Mystic Ave  Somerville  MA 02145  USA,42.3901218,-71.07953189999999
2994 Cranberry Highway,Wareham,US,2571,MA,USA,2994 Cranberry Hwy  East Wareham  MA 02538  USA,41.761815,-70.663911
1341 West Davis,Conroe,US,77305,TX,USA,1341 W Davis St  Conroe  TX 77304  USA,30.31496509999999,-95.47624909999999
1307 Mormon Mills Rd.,Marble Falls,US,78564,TX,USA,1307 Mormon Mill Rd  Marble Falls  TX 78654  USA,30.5831225,-98.2717256
12221 Montwood Dr,El Paso,US,79936,TX,USA,12221 Montwood Dr  El Paso  TX 79936  USA,31.7619395,-106.2636114
411 Loop 281,Longview,US,75606,TX,USA,411 W Loop 281  Longview  TX 75605  USA,32.5409395,-94.7564533
1900 Brinker Road,Denton,US,72605,TX,USA,1900 Brinker Rd  Denton  TX 76208  USA,33.1881133,-97.0976144
952 Richards Ave,Santa Fe,US,87505,NM,USA,952 Richards Ave  Santa Fe  NM 87507  USA,35.652144,-106.0024701
1220 Renaissance Blvd Ne,Albuquerque,US,87105,NM,USA,1220 N Renaissance Blvd NE  Albuquerque  NM 87107  USA,35.1362241,-106.6177587
1303 Rivery Blvd,Georgetown,US,78626,TX,USA,1303 Rivery Blvd  Georgetown  TX 78628  USA,30.6469354,-97.6905922
212 W. Katherine P. Raines Blvd.,Cleburne,US,76031,TX,USA,212 W Katherine P Raines Rd  Cleburne  TX 76033  USA,32.3847263,-97.3959974
6411 Precinct Line Rd.,North Richland Hills,US,76180,TX,USA,6411 Precinct Line Rd  North Richland Hills  TX 76180  USA,32.8611513,-97.1861645
2615 50th St.,Lubbock,US,79416,TX,USA,2615 50th St  Lubbock  TX 79413  USA,33.547748,-101.873178
17928 Spring Cypress Rd.,Cypress,US,77410,TX,USA,17928 Spring Cypress Rd  Cypress  TX 77429  USA,29.9733822,-95.6929095
151 Windsor Ave.,Terrell,US,75149,TX,USA,151 Windsor Ave  Terrell  TX 75160  USA,32.7059056,-96.28189839999999
2350 N. Main,Roswell,US,88202,NM,USA,2350 N Main St  Roswell  NM 88201  USA,33.4204878,-104.5231535
2431 N Germantown Parkway,Cordova,US,38018,TN,USA,2431 N Germantown Pkwy  Cordova  TN 38018  USA,35.1919617,-89.7960535
2828 Chad Drive,Eugene,US,97401,OR,USA,2828 Chad Dr  Eugene  OR 97408  USA,44.0888556,-123.0662122
2887 South Market Street,Gilbert,US,85296,AZ,USA,2887 S Market St  Gilbert  AZ 85297  USA,33.2961656,-111.7449103
3031 Killdeer Avenue,Albany,US,97321,OR,USA,3031 Killdeer Ave SE  Albany  OR 97322  USA,44.63854130000001,-123.065852
10000 W. McDowell Road,Avondale,US,85323,AZ,USA,10000 W McDowell Rd  Avondale  AZ 85392  USA,33.4673339,-112.2744376
3656 Wall Avenue,S. Ogden,US,84403,UT,USA,3656 Wall Ave  Ogden  UT 84405  USA,41.1969447,-111.9775314
2800 Independence Dr.,Livermore,US,94550,CA,USA,2800 Independence Dr  Livermore  CA 94551  USA,37.7028882,-121.8125616
5101 Business Center Dr,Fairfield,US,94585,CA,USA,5101 Business Center Dr  Fairfield  CA 94534  USA,38.2152403,-122.1454704
2440 Daniels St.,Manteca,US,95336,CA,USA,2440 Daniels St  Manteca  CA 95337  USA,37.7853216,-121.2605559
17800 Congress Avenue,Boca Raton,US,33431,FL,USA,17800 Congress Ave  Boca Raton  FL 33487  USA,26.4127325,-80.10038469999999
951 Palomar Airport Rd.,Carlsbad,US,92009-1110,CA,USA,951 Palomar Airport Rd  Carlsbad  CA 92011  USA,33.1201381,-117.3165503
10990 Harbor Hill Dr.,Gig Harbor,US,98335,WA,USA,10990 Harbor Hill Dr  Gig Harbor  WA 98335  USA,47.3573567,-122.6043929
2900 Patriot Blvd,Glenview,US,60025,IL,USA,2900 Patriot Blvd  Glenview  IL 60026  USA,42.1093625,-87.8215817
5100 28th St SE,Grand Rapids,US,49548,MI,USA,5100 28th St SE  Grand Rapids  MI 49512  USA,42.91057139999999,-85.5428219
4201 West Wendover Ave,Greensboro,US,27402,NC,USA,4201 W Wendover Ave  Greensboro  NC 27407  USA,36.0574121,-79.8835837
5125 Jonestown Road,Harrisburg,US,17109,PA,USA,5125 Jonestown Rd  Harrisburg  PA 17112  USA,40.3098201,-76.7995798
8125 Fletcher Parkway,La Mesa,US,91941,CA,USA,8125 Fletcher Pkwy  La Mesa  CA 91942  USA,32.7737125,-117.0247217
415 Cunningham Drive,Sioux City,US,51101,IA,USA,415 Cunningham Dr  Sioux City  IA 51106  USA,42.4867797,-96.3872542
4245 E. Court St.,Burton,US,48519,MI,USA,4245 E Court St  Burton  MI 48509  USA,43.0195525,-83.6259663
45301 Northpoint Blvd.,Utica,US,48317,MI,USA,45301 Northpointe Blvd  Utica  MI 48315  USA,42.631831,-83.00029599999999
5150 Us 431-Frederica St,Owensboro,US,42302,KY,USA,431 Frederica St  Owensboro  KY 42301  USA,37.7173315,-87.12843319999999
8598 N Church Rd,Kansas City,US,64158,MO,USA,8598 N Church Rd  Kansas City  MO 64157  USA,39.2476358,-94.4573935
20777 Hall Rd,Macomb Township,US,48144,MI,USA,20777 Hall Rd  Macomb  MI 48044  USA,42.6290811,-82.9149279
4210 S. Lee's Summit Rd,Independence,US,64051,MO,USA,4210 S Lee's Summit Rd  Independence  MO 64055  USA,39.0436335,-94.3908721
13929  Manchester Rd,Town & Country,US,63011,MO,USA,Town and Country Crossing Dr & Town and Country Crossing Blvd  Town and Country  MO 63017  USA,38.6203496,-90.519188
4100 O'ferrell St.,Hattiesburg,US,39402,MS,USA,Hattiesburg  MS  USA,31.3271189,-89.29033919999999
50 Halls Ferry Park Rd.,Vicksburg,US,39186,MS,USA,50 Halls Ferry Park Rd  Vicksburg  MS 39180  USA,32.3314292,-90.8837351
874 I-10 Service Road,Slidell,US,70459,LA,USA,1-10 Service Rd  Slidell  LA 70458  USA,30.264369,-89.7578199
3721 Ambassador Caffery,Lafayette,US,70501,LA,USA,3721 Ambassador Caffery Pkwy  Lafayette  LA 70503  USA,30.173669,-92.066812
1700 Ne Evangeline,North La Fayette,US,70506,LA,USA,1700 NE Evangeline Throughway  Lafayette  LA 70501  USA,30.2446327,-92.0118236
1000 Market Place Blvd,Cumming,US,30040,GA,USA,1000 Market Pl Blvd  Cumming  GA 30041  USA,34.1798562,-84.1301673
4325 New Snapfinger Woods,Decatur,US,30035-3012,GA,USA,Decatur  GA 30035  USA,33.7220258,-84.201528
6235 Lima Rd,Ft Wayne,US,45818,IN,USA,6235 Lima Rd  Fort Wayne  IN 46818  USA,41.1354995,-85.16479749999999
1580 Holcomb Bridge Rd.,Roswell,US,30075,GA,USA,1580 Holcomb Bridge Rd  Roswell  GA 30076  USA,34.0180178,-84.30982929999999
4950 Stage Rd,Memphis,US,38134,TN,USA,4950 Stage Rd  Memphis  TN 38128  USA,35.2089437,-89.8996195
1280 Curtis Parkway,Calhoun,US,30703,GA,USA,1280 Curtis Pkwy SE  Calhoun  GA 30701  USA,34.4748077,-84.9201581
351 Seville Street,Florence,US,35631,AL,USA,351 Seville St  Florence  AL 35630  USA,34.837074,-87.628209
215 Sw Home Depot Drive,Lake City,US,32055,FL,USA,215 SW Home Depot Dr  Lake City  FL 32025  USA,30.1766926,-82.6661568
1414 Tallahassee Highway,Bainbridge,US,39817,GA,USA,1414 Tallahassee Hwy  Bainbridge  GA 39819  USA,30.8851176,-84.56548149999999
1460 N.W. Garden Valley Blvd.,Roseburg,US,97470,OR,USA,1460 NW Garden Valley Blvd  Roseburg  OR 97470  USA,43.2352958,-123.373667
1014 Ross Park Mall Drive,Pittsburgh,US,15241,PA,USA,1014 Ross Park Mall Dr  Pittsburgh  PA 15237  USA,40.5386317,-80.0091029
1800 Loucks Road,York,US,17404,PA,USA,1800 Loucks Rd  York  PA 17408  USA,39.9699774,-76.7720305
U.S. Route 1 & Bristol Road,Bensalem,US,19020,PA,USA,Bristol Rd  Bensalem  PA 19020  USA,40.1352858,-74.9408328
700 Haywood Drive,Greenville,US,29607-2781,SC,USA,700 Haywood Rd  Greenville  SC 29607  USA,34.849955,-82.3330837
200 North Star Mall,San Antonio,US,78213,TX,USA,200 Northstar Dr  San Antonio  TX 78216  USA,29.531494,-98.498044
1601 Third Avenue,Seattle,US,98181,WA,USA,1601 3rd Ave  Seattle  WA 98101  USA,47.61078029999999,-122.3387609
1502 S.E. Everett Mall Way,Everett,US,98204,WA,USA,1502 SE Everett Mall Way  Everett  WA 98208  USA,47.9125771,-122.2114601
4301 W Wisconsin Avenue,Appleton,US,54915,WI,USA,4301 W Wisconsin Ave  Appleton  WI 54913  USA,44.2692534,-88.4705139
918 Idaho Street,Boise,US,83707,ID,USA,918 W Idaho St  Boise  ID 83702  USA,43.61759199999999,-116.204573
575 Union Street,Waterbury,US,6702,CT,USA,575 Union St  Waterbury  CT 06706  USA,41.5474821,-73.0239673
8000 W. Broward Blvd.,Plantation,US,33388,FL,USA,8000 W Broward Blvd  Plantation  FL 33388  USA,26.1177929,-80.25466689999999
6255 Honolulu Avenue Unit #7,Tujunga,US,91042,CA,USA,6255 Honolulu Ave #7  Tujunga  CA 91042  USA,34.2335769,-118.268256
2368 Powers,Clovis,US,93612,CA,USA,2368 Powers Ave  Clovis  CA 93619  USA,36.8626999,-119.6711833
81 Sheridan Drive NE Apt 4,Atlanta,US,30302,GA,USA,81 Sheridan Dr NE #4  Atlanta  GA 30305  USA,33.831772,-84.381305
